Teubner Studienbücher Ingenieurmathematik,0,0
Benjamin/Cummings series in computer science,1,23
Ellis Horwood Series In Digital And Signal Processing,1,95
Hayden books Unix System Library,0,0
Oxford Mathematical Monographs,2,267
Discrete mathematics and theoretical computer science,1,107
Wiley-Interscience Series In Discrete Mathematics And Optimization,5,6935
Scientific And Engineering Computation,1,364
Research monographs in parallel and distributed computing,4,410
Computers and people series,2,320
Computational mathematics and applications,0,0
McGraw-Hill international editions: computer science series,0,0
ACM Doctoral dissertation awards,1,403
The SEI series in software engineering / Software Engineering Institute,1,191
Reihe Informationstechnik und Datenverarbeitung,0,0
Wiley professional computingWiley series in software engineering practice,1,17
Vnr Computer Library,5,1254
Algorithms and architectures for advanced scientific computing,1,20
Sixth-generation computer technology series,6,726
Hanser Studienbücher der Informatik,2,45
dpunkt.Lehrbuch,0,0
Astronomy and astrophysics library,1,294
Academic Press series in engineering,1,239
Berichte aus der Mathematik,1,3
de Gruyter Lehrbuch,1,34
Forschungsbeiträge zur Wirtschaftsinformatik,1,8
Informatik und Praxis,1,5
CPHC/BCS distinguished dissertations,4,491
Beiträge zur Informatik,1,63
Advances In Industrial Control,1,96
Pure and applied mathematics,1,338
World wide series in computer science,1,383
Mobile communications series,0,0
Reihe Fachwissen Telekommunikation,1,8
Wiley-Interscience series in systems and optimization,1,182
Cambridge series in statistical and probabilistic mathematics,0,0
X.media.interaktiv,0,0
Informationssicherheit,1,274
Lezioni Lincee,1,238
Berichte aus der Elektrotechnik,1,5
Applied mathematics and computation : 93. 1998,1,10
Applied mathematics and computation: 94. 1998,1,3
Journal of mathematical analysis and applications : 226. 1998,1,10
Academic Press international series in formal methods,0,0
Undergraduate Texts In Mathematics,1,3455
Help for system administrators,0,0
Powerful techniques for Perl and other tools,0,0
Help for Unix system administrators,0,0
Addison-Wesley series in object-oriented software engineering,1,1828
Edition Screen Multimedia,0,0
Sunsoft Press Java Series,0,0
notThenot SunSoft Press Java series,0,0
The SunSoft Press Java series,1,218
Mathematische Grundlagen der Informatik,1,55
Edition ALCATEL-SEL-Stiftung,0,0
A nutshell handbook,1,8
Understanding science and technology series,0,0
Unix power tools,0,0
Web Review Studio Series,1,15
Statistical modeling and decision science,0,0
Loop transformations for restructuring compilers,2,239
Unix programming,0,0
Springer Lehrbuch Mathematik,1,61
PC system architecture series,3,114
Advanced perspectives in applied computing,1,65
Forschungsberichte/Monographien/Tagungsbände,1,8
Library and information science series,1,179
Software engineering series,1,16
Lehrbücher Wirtschaftsinformatik,0,0
McGrawhill international series in software engineering,2,224
Programm angewandte Informatik,1,2
Prentice Hall Information And System Sciences Series,1,514
Datenbanksysteme,0,0
FZI-Berichte Informatik,1,9
Vieweg Lehrbuch Informatik,3,131
Zielorientiertes Software Development,0,0
Texts and monographs in symbolic computation,1,602
Springers Lehrbücher der Informatik,1,27
Springers angewandte Informatik,1,31
Prenctice Hall International series in systems and control engineering,1,58
Help for Internet users,1,10
Data communications and networks series,1,22
Wirtschaftsinformatik / Business Computing,1,29
Advanced studies in computer science,0,0
Computer security,1,155
"Sitzungsberichte der Heidelberger Akademie der Wissenschaften: Mathematisch-naturwissenschaftliche Klasse: Jahrgang 1995, 2. Abhandlung",0,0
McGraw Hill series on computer communications,0,0
Advanced manufacturing series,1,19
Advances in numerical mathematics,0,0
Spektrum Lehrbuch,0,0
Foundation of computing series,2,1815
Electronic-systems engineering series,0,0
Chapman & Hall computing series,0,0
Complex adaptive systems,2,2507
Advances in semiotics,1,1099
J. Ranade Workstation Series,1,182
Reihe Informationstechnik/Nachrichtentechnik,0,0
Studienführer im dtv,0,0
Hanser Studien-Bücher der Informatik,0,0
Interdisziplinäre Wissenschaft,0,0
Discrete mathematics and its applications series,1,3487
Numerical analysis and scientific computation,1,330
International software quality assurance series,0,0
The Morgan Kaufmann series in computer graphics and geometric modeling,1,983
Ablex computational science series,1,5
Multimedia engineering,1,11
Advanced studies of computer science,1,8
Informationstechnik,1,41
Systems and control,0,0
Princeton computer science notes,1,407
SPIE/IEEE series on imaging science and engineering,0,0
Lehr- und Handbücher der Statistik,0,0
English for academic purposes series,0,0
Schriften zur EDV-orientierten Betriebswirtschaft,0,0
Oxford science publications,0,0
Edition SEL-Stiftung,1,22
Ellis Horwood series in interactive information systems,1,21
Prentice Hall signal processing series,1,7638
Addison-Wesley series in electrical and computer engineering,0,0
notThenot James Martin Books,0,0
SEI Series In Software Engineering,1,1
Progress in theoretical computer science,1,431
Computeralgebra,0,0
Lectures in mathematics / ETH Zürich,0,0
Veröffentlichungen des Instituts für Bibliothekswissenschaft und Bibliothekarausbildung der Freien Universität Berlin,0,0
Wolfram's Anwender- und Programmierhandbuch,1,6
Informatik und Computer,0,0
Vieweg advanced studies in computer science,1,67
Anwendungsorientierte Informatik,1,25
Database management systems,0,0
International series in logic programming,2,279
Computation in cognitive science,1,1934
UNIX und seine Werkzeuge,1,5
Chapman and Hall mathematics series,0,0
UQP nonfiction,1,20
Programming series,0,0
Hewlett-Packard professional books,1,16
Database systems,1,24
Mcgraw-Hill International Series In Software Engineering,1,48
Prentice Hall series in advanced communications technologies,0,0
Artificial Intelligence Series,1,127
Ablex Series In Artificial Intelligence,1,29
Lebensgeschichten aus der Wissenschaft,0,0
Logica Nova,0,0
Internationale Computer-Bibliothek,2,696
Hanser-Studien-Bücher,1,2
Data communications and networks,0,0
ACM Press books,0,0
Prentice Hall International series in computer science and engineering,1,143
Wiley Series In Systems Engineering,1,1220
Wiley Series In Communication And Distributed Systems,0,0
Wiley Series In Microwave And Optical Engineering,0,0
Product data engineering,0,0
notThenot Wadsworth series in management information series,1,118
Informatik-Lehrbuch,0,0
Macmillan Computer Science Series,1,139
Physics series,1,58
Basiswissen,0,0
Lingen PC Bibliothek,0,0
Theorie der Informatik,1,118
Vieweg Studium Aufbaukurs Mathematik = Advanced lectures in mathematics,1,162
DUV Wirtschaftsinformatik,1,81
Forschungsberichte / Monographien / Tagungsbände,1,2
Prentice Hall object-oriented series,1,197
Rotbuch Rationen,1,151
Springer Compass International,0,0
Digital Press X and Motif Series,0,0
Mit Press Series In The Foundations Of Computing,2,1738
Prentice-Hall Software Series,1,3
Ellis Horwood Series In Mathematics And Its Applications,2,17
Prentice Hall Silicon systems engineering series,3,180
Hewlett-Packard Press Series,1,15
Principles of computer science series,3,217
Wiley series in parallel computing,3,142
IEEE computer society press monograph,0,0
ACM Doctoral dissertation award ; 1991,1,127
Acl-Mit Press Series In Natural Language Processing,2,426
Ellis Horwood series series in interactive information systems,1,7
The essence of management series,1,80
Computational neuroscience,1,1772
Ellis Horwood Series In Computer Communications And Networking,1,15
Mcgraw-Hill Series In Computer Organization And Architecture,1,1887
Systems and control : foundations and applications,1,331
Wolfram's Anwender- und Programmierhandbücher,0,0
Sicherheit in der Informations- und Kommunikationstechnik,0,0
Lectures in mathematics,1,3041
Technology in education series,1,62
Acm Press Frontier Series,3,1677
DUV Datenverarbeitung,0,0
Addison-Wesley Kompaktführer,0,0
Software Engineering Institute series in software engineering,1,685
Artificial intelligence and legal reasoning,1,502
Wiley series in industrial software engineering practice,0,0
Applicable theory in computer science,1,1135
Practical software engineering series,1,42
Neue Software,1,17
Insight series in artificial intelligence,1,145
Advances in computer vision and machine intelligence,1,234
The Sei Series In Software Engineering,1,3060
Mcgraw-Hill Computer Science Series,1,180
Micro computer books,1,67
PARAT,0,0
Computers and Security,1,24
Cambridge series in human-computer interaction,0,0
notThenot Morgan Kaufmann series in representation and reasoning,0,0
Information Systems,1,29
Mit Press Series In Artificial Intelligence,2,2774
Human computer interaction,0,0
"Langue, raisonnement, calcul",0,0
IEEE Computer Society Press Tutorial,1,17
Prentice-Hall Advances In Computer Science Series,1,12
Prentice Hall advances in computer science series,0,0
Nutshell handbooks,1,24
Springer Series In Perception Engineering,0,0
notThenot Benjamin/Cummings series in computer science,0,0
John Wiley Information Systems Series,1,284
Benjamin/Cummings Series in computer science and engineering,1,969
Advanced book classics,2,903
Borland Osborne / McGraw-Hill programming series,0,0
Wiley interscience series in discrete mathematics and optimization,1,6078
RAMICS,3,28
FAW-AAIM,3,36
ACCV (4),5,115
ACL (Student Session),1,7
AOSD (Companion),3,24
COIN@AAMAS&MALLOW,5,65
EOMAS,4,43
ONTOSE,3,19
ESAIR,4,75
COLING (Tutorials),1,2
AlgoSyn,1,3
Grand Challenges for Discrete Event Logistics Systems,0,0
Knowledge Representation for Intelligent Music Processing,1,2
PPES,3,19
FOMC,3,29
ECAL (2),7,175
ECAL (1),6,167
Computational Transportation Science,2,11
S-CUBE,4,70
S-CUBE Book,3,34
HCI (23),2,12
HCI (22),2,26
ICPR Contests,6,149
ICWL Workshops,1,6
DIPES/BICC,4,44
CCTA (2),1,10
CCTA (1),2,17
CCTA (3),3,36
CCTA (4),1,18
ITEM,1,3
WCITD/NF,4,51
ICSSP,4,81
KyotoCGGT,4,66
BMI Book,6,56
Networking (1),8,189
Networking (2),4,90
PSDML,3,17
WI-MAW,0,0
Vom Projekt zum Produkt,1,1
ICPE,6,160
WWW (Companion Volume),10,774
B-Interface,3,31
ICST Workshops,10,431
SummerSim,4,59
ICWF,3,29
ACIIDS Posters,2,13
IJCCI (ICFC-ICNC),4,29
IJCCI (ICEC),2,18
Wireless Health,7,152
ICICA (1),3,17
ICICA (2),3,53
MDA/MTDD,1,2
HCITOCH,2,15
iConference,7,258
ISSPIT,4,105
DASIP,6,116
IHI,8,432
HotNets,17,940
INTERSPEECH,30,11545
EUROSPEECH,69,28233
ICSLP,77,30355
ECST,11,519
Intelligent Environments (Workshops),5,78
Intelligent Environments,8,301
AMIF,2,22
NESEA,4,40
BCB,6,188
EMCR,10,417
NaBIC,9,800
BWCCA,6,236
TAPAS,4,44
IJCBS,7,167
VCBM,8,182
VRIPHYS,6,112
EGVE/EuroVR/VEC,3,37
EGVE,5,83
IPT/EGVE,8,233
EGVE/ICAT/EuroVR,4,35
NPH,14,477
SBM,13,549
SoICT,3,42
Instinctive Computing Workshop,2,8
VLUDS,1,11
MMEDIA,6,99
ICISO,1,5
BICA,5,86
IEEE VAST,18,1411
NASA Formal Methods,9,391
ICCCS,4,109
ISIA,2,13
ADNTIIC,2,9
Nets4Cars/Nets4Trains,4,44
BAIP,4,85
ICITST,8,238
CNSA,4,65
ICGS3A,0,0
ICGS3,2,9
Knowledge-Driven Multimedia Information Extraction and Ontology Evolution,3,43
FoVeOOS,7,103
SPBG,19,987
MUD,7,127
CSNDSP,6,257
WIMS,6,156
BPMN,4,65
LESS,3,71
BIR,5,66
SCIS,2,12
OPAALS,3,25
ICDF2C,3,42
SECURECOMM,11,294
EuropeComm,5,143
DigiBiz,4,33
ArtsIT,4,44
MobiCASE,8,227
e-Democracy,3,31
SENSAPPEAL,4,59
MONAMI,5,103
FaVE,3,49
CloudComp,6,302
AFRICOM,2,18
BIONETICS,5,91
SEWCN,3,19
ICST E-Energy,4,41
HRPR,3,21
ICWET,6,270
CODASPY,8,238
WPNC,9,399
DSDE,3,36
DBSocial,3,27
A2CWiC,3,35
UKSIM,10,981
Linguistic Annotation Workshop,8,241
Graph-based Methods for Natural Language Processing,5,141
EUROCON,3,76
SOCS,8,289
CMC,3,48
ISR/ROBOTIK,7,338
DICTAP (2),3,31
DICTAP (1),3,24
Bioinformatics [ISMB/ECCB],9,315
TERMGRAPH,2,14
HOR,2,7
iWIGP,2,13
SecCo,2,5
HPC,2,11
Journal of Machine Learning Research - Proceedings Track,29,4479
JLCL,4,47
Revista Colombiana de Computación,2,22
SIGART Newsletter,10,341
SCIENCE CHINA Information Sciences,10,1040
IJCICG,1,3
IJEEI,1,5
IJDTIS,1,2
IJICTRDA,0,0
IJSE,2,8
Algorithms,4,43
Future Internet,3,44
Micromachines,4,34
IJSODIT,2,10
IJOPCD,1,6
IJMMME,1,6
IJKBO,2,7
IJCBPL,1,3
IJCALLT,1,1
TAL,5,93
Information,4,41
Australasian J. of Inf. Systems,2,11
Information & Management,8,220
J. of Management Information Systems,8,269
IJNGC,2,12
Medical Image Analysis,15,884
Cognitive Systems Research,10,412
IJCNIS,2,9
FO & DM,12,535
Mathematical and Computer Modelling,24,5098
Med. Biol. Engineering and Computing,18,1774
Comp.-Aided Civil and Infrastruct. Engineering,17,890
IEEE Comp. Int. Mag.,17,992
NHM,13,609
Symmetry,7,234
Sig. Proc.: Image Comm.,19,1444
Computers in Human Behavior,35,6121
Comp. Int. and Neurosc.,13,614
Adv. in MM,6,283
Information and Organization,11,370
Comp. Med. Imag. and Graph.,20,2159
J. Org. Computing and E. Commerce,8,220
J. Strategic Inf. Sys.,21,1519
EURASIP J. Adv. Sig. Proc.,21,3044
EURASIP J. Emb. Sys.,15,741
JAMIA,20,2459
EURASIP J. Wireless Comm. and Networking,21,3486
Evolutionary Intelligence,10,701
"EURASIP J. Audio, Speech and Music Processing",10,276
J. Comp. Systems Networks Communications,4,109
EURASIP J. Bioinformatics and Systems Biology,9,199
Int. J. Math. Mathematical Sciences,9,409
Adv. Artificial Intellegence,4,438
Adv. Bioinformatics,6,571
EURASIP J. Information Security,9,261
EURASIP J. Image and Video Processing,9,404
IJTEM,1,3
IJOM,1,6
IJIMR,2,16
IJFSA,4,55
IJCEE,2,8
Int. J. Digital Multimedia Broadcasting,10,486
IJIDS,4,67
IJSSS,2,9
IJICST,1,2
Int. J. Biomedical Imaging,9,409
Comp. Math. Methods in Medicine,6,160
Multiscale Modeling & Simulation,24,2159
Neural Parallel & Scientific Comp.,0,0
SIAM J. Numerical Analysis,29,5013
SIAM Review,26,5615
SIAM J. Matrix Analysis Applications,28,3850
IEEE Trans. Comput. Intellig. and AI in Games,18,1003
SIAM J. Math. Analysis,26,3147
SIAM J. Applied Dynamical Systems,18,1466
J. Applied Mathematics,4,118
Adv. Human-Computer Interaction,9,279
Int. J. Computer Games Technology,13,467
Adv. Software Engineering,5,142
Adv. Operations Research,4,65
Applied Comp. Int. Soft Computing,4,42
JCSE,7,180
IJBPSCM,4,67
IJAOM,5,60
IJWNBT,2,13
Language and Linguistics Compass,11,622
IJCAC,2,20
IJIRR,1,2
Social Netw. Analys. Mining,8,215
MCFNS,4,35
Logistics Research,6,147
Int. J. Satellite Communications Networking,9,251
Interact. Techn. Smart Edu.,6,134
J. Cryptographic Engineering,5,103
J. Computational Applied Mathematics,21,4330
SIGHIT Record,1,9
IEEE Trans. Education,14,1086
RASI,4,35
IJCVIP,1,2
IJMTIE,1,2
Int. J. Pervasive Computing and Communications,6,207
IJPOP,1,1
IEEE T. Autonomous Mental Development,15,877
IET Computers & Digital Techniques,12,664
"Int. Syst. in Accounting, Finance and Management",6,95
IEEE Transactions on Network and Service Management,12,594
ACM Trans. Management Inf. Syst.,5,99
IJACDT,0,0
Adv. Fuzzy Systems,4,86
Journal Comp. Netw. and Communic.,5,152
SIAM J. Financial Math.,14,583
J. Community Informatics,3,49
Neuroinformatics,14,661
Discussiones Mathematicae Graph Theory,7,202
IJVCSN,3,44
IJUC,8,291
Dagstuhl Reports,2,27
Computers & Industrial Engineering,30,5047
J. Comput. Physics,33,10160
JUSPN,2,6
J. Cellular Automata,8,284
JoCG,6,108
Encyclopedia of Portal Technologies and Applications,2,27
"Handbook of Research on Computational Forensics, Digital Crime, and Investigation",3,44
Handbook of Research on Digital Libraries,3,31
Handbook of Research on Ubiquitous Computing Technology for Real Time Enterprises,5,60
J. Information Security,5,102
IEEE T. Geoscience and Remote Sensing,41,11902
JILSA,5,162
J. Sensor Technology,9,19340
Circuits and Systems,3,34
Interactive Learning Environments,13,696
IJCNS,8,500
Grey Systems: T&A,4,92
IJQAETE,1,3
Central Europ. J. Computer Science,3,27
Computers & Geosciences,20,2424
RAIRO - Theor. Inf. and Applic.,6,129
"J. Inf., Comm, Ethics in Society",5,89
Control and Cybernetics,3,40
Journal of WSCG,3,19
JSEA,6,252
Adv. Internet of Things,2,15
Wireless Sensor Network,6,230
IJCCE,1,1
J. Enterprise Inf. Management,11,413
RAIRO - Operations Research,8,197
IACR Cryptology ePrint Archive,50,16148
J. Quantum Information Science,1,2
J. Intelligent Systems,3,27
Library Hi Tech,12,396
J. Sel. Topics Signal Processing,32,4833
J. Systems and IT,6,236
Quantum Information & Computation,19,1525
American J. Computational Mathematics,2,7
Int. J. Intelligence Science,1,3
Formalized Mathematics,5,120
Int. J. Digital Earth,11,431
LoCoCo,2,7
QAPL,4,28
CompMod,2,12
GandALF,2,16
FOCLASA,3,16
EXPRESS,4,34
Refine,2,12
SOS,2,7
PLACES,3,25
FLACOS,2,12
ICE,4,22
PACO,2,10
AMMSE,2,12
Int. J. Applied Earth Observation and Geoinformation,13,765
Dagstuhl Manifestos,1,2
J. Signal and Information Processing,3,20
IJWMIP,13,770
Intelligent Information Management,3,60
Wireless Engineering and Technology,3,18
Multiple-Valued Logic and Soft Computing,10,419
J. Geographic Information System,3,36
Communications and Network,3,45
JIP,8,326
J. Electrical and Computer Engineering,7,251
JLTR,2,18
IEEE Trans. on Circuits and Systems,29,8989
Kybernetes,8,414
IJCOPI,1,4
Cognitive Processing,11,412
African J. of Inf. & Commun. Technology,0,0
LLC,11,349
Encyclopedia of Cryptography and Security (2nd Ed.),14,3968
Encyclopedia of Machine Learning,6,4444
Handbook of Social Network Technologies,5,85
Handbook of Database Security,6,115
Network Performance Engineering,4,73
Advances in Information Security,5,76
Grid and Cloud Database Management,2,21
Schema Matching and Mapping,6,148
Dynamically Reconfigurable Systems,4,34
Semantic Web Information Management,6,209
Studies in Complexity and Cryptography,13,741
Modeling and Tools for Network Simulation,2,27
Algorithms Unplugged,1,3
Results of the SENSORIA Project,5,67
Variants of Evolutionary Algorithms for Real-World Applications,2,8
Modern Business Process Automation,2,148
Computing with Spatial Trajectories,3,54
Multiprocessor System-on-Chip,5,56
Mathematical Approaches to Polymer Sequence Analysis and Related Problems,0,0
Geometric Algebra Computing,5,69
Image Registration for Remote Sensing,2,15
"CAD/CAM, robotics, and computer vision",0,0
Dissertationen zur künstlichen Intelligenz,0,0
Recent research in psychology,1,9
Studien-Texte Informatik,1,8
The Fourth Paradigm,6,111
Managing in the Information Economy,5,188
Decision Support for Global Enterprises,2,24
Knowledge Management and Organizational Learning,4,140
New Trends in Data Warehousing and Data Analysis,5,75
Counterterrorism and Open Source Intelligence,3,29
From Sociology to Computing in Social Networks,2,16
Symposium on Semantics of Algorithmic Languages,1,7
Soft Computing for Recognition Based on Biometrics,4,41
Soft Computing for Intelligent Control and Mobile Robotics,4,38
Atmel AVR Microcontroller Primer,0,0
Designing for User Engagement,1,11
Analysis of Oriented Texture with Applications to the Detection of Architectural Distortion in Mammograms,0,0
Matrices in Engineering Problems,0,0
Rethinking Quaternions,0,0
Methods for Mining and Summarizing Text Conversations,1,2
Pragmatic Circuits: Frequency Domain,1,2
A Perspective on Single-Channel Frequency-Domain Speech Enhancement,1,3
Stochastic Network Optimization with Application to Communication and Queueing Systems,1,103
Fundamentals of Physical Design and Query Compilation,0,0
Pragmatic Circuits: Signals and Filters,0,0
PSpice for Analog Communications Engineering,1,2
PSpice for Digital Signal Processing,1,1
An Introduction to Models of Online Peer-to-Peer Social Networking,0,0
Multiple Valued Logic,1,23
Processor Microarchitecture: An Implementation Perspective,1,4
Design and the Digital Divide,1,3
Phonocardiography Signal Processing,1,14
"Chaotic Maps: Dynamics, Fractals, and Rapid Fluctuations",1,1
Probabilistic Databases,1,36
Experience-Centered Design,1,29
Peer-to-Peer Data Management,1,6
Introduction to Biomedical Engineering: Biomechanics and Bioelectricity - Part I,0,0
Studies of Work and the Workplace in HCI: Concepts and Techniques,1,11
Speech Enhancement in the Karhunen-Loève Expansion Domain,1,4
Visual Object Recognition,1,4
"High Performance Datacenter Networks: Architectures, Algorithms, and Opportunities",1,7
PSpice for Circuit Theory and Electronic Devices,0,0
PSpice for Digital Communications Engineering,0,0
Uncertain Schema Matching,1,11
Microcontrollers Fundamentals for Engineers and Scientists,0,0
Landmarking and Segmentation of 3D CT Images,1,4
"Models of Horizontal Eye Movements, Part I",0,0
Learning with Support Vector Machines,1,10
"Finite State Machine Datapath Design, Optimization, and Implementation",1,2
"Models of Horizontal Eye Movements, Part II",1,1
Strategic Health Technology Incorporation,0,0
Biomedical Technology Assessment: The 3Q Method,0,0
"Quantum Computing for Computer Architects, Second Edition",0,0
Interacting with Information,1,17
Context-Aware Mobile Computing,1,7
Information Concepts: From Books to Cyberspace Identities,1,6
Introduction to Biomedical Engineering: Biomechanics and Bioelectricity - Part II,0,0
Knowledge Management (KM) Processes in Organizations: Theoretical Foundations and Practice,1,3
The Graph Theoretical Approach in Brain Functional Networks,0,0
Trading Agents,1,3
Pragmatic Logic,0,0
Managing Event Information,0,0
Human Computation,6,106
Semiotic Engineering Methods for Scientific Research in HCI,1,44
A Short Introduction to Preferences,1,2
Representations and Techniques for 3D Object Recognition and Scene Interpretation,0,0
A Primer on Memory Consistency and Cache Coherence,1,15
Pragmatic Power,0,0
High-Speed Digital System Design,0,0
"Network Games: Theory, Models, and Dynamics",1,4
Computational Genomic Signatures,0,0
Search-Based Applications: At the Confluence of Search and Database Technologies,1,1
Geographical Design,1,1
User-Centered Agile Methods,1,3
Fundamentals of Biomedical Transport Processes,0,0
Digital Image Processing for Ophthalmology,1,1
Information Retrieval Evaluation,1,10
An Introduction to Logic Circuit Testing,1,11
"Dynamic Binary Modification: Tools, Techniques, and Applications",1,2
Experience Design,1,109
Probabilistic Ranking Techniques in Relational Databases,1,6
Fundamentals of Object Databases: Object-Oriented and Object-Relational Design,1,3
Modeling and Analysis of Shape with Applications in Computer-Aided Diagnosis of Breast Cancer,1,3
Introduction to Logic Synthesis using Verilog HDL,1,12
A Guide to Visual Multi-Level Interface Design From Synthesis of Empirical Study Evidence,1,2
Designing and Evaluating Usable Technology in Industrial Research,0,0
Adaptive High-Resolution Sensor Waveform Design for Tracking,0,0
The Integral: A Crux for Analysis,1,1
Advanced Metasearch Engine Technology,1,2
PSpice for Filters and Transmission Lines,1,3
Algorithms and Software for Predictive and Perceptual Modeling of Speech,0,0
"Data Representations, Transformations, and Statistics for Visual Reasoning",0,0
Statistics is Easy! Second Edition,0,0
Pragmatic Circuits: DC and Time Domain,0,0
Multi-Core Cache Hierarchies,1,2
Privacy-Preserving Data Mining,9,359
Advances In Database Systems,5,508
Data Streams - Models and Algorithms,6,96
Managing and Mining Graph Data,6,196
Human-Computer Interaction Series,10,327
Lecture Notes In Geoinformation And Cartography,1,7
MEDI,2,14
ISWSA,2,21
IAIT,2,17
FedCSIS,5,118
HISB,3,40
ECCTD,4,148
ACCV Workshops (1),3,34
ACCV Workshops (2),3,42
SIMBAD,3,27
RCDL,0,0
QASBA,3,21
WISM (1),1,6
WISM (2),2,14
IWSEC (Short Papers),2,7
SPLC Workshops,6,199
ACC (3),2,21
ACC (1),2,18
ACC (2),2,5
ACC (4),4,48
International Symposium on Rapid System Prototyping,6,103
IEEE International Symposium on Rapid System Prototyping,0,0
IDAACS (1),2,24
IDAACS (2),2,27
SSW,1,2
IWDE,3,19
TST,3,31
CPP,6,92
MCPR,3,69
EANN/AIAI (1),2,19
EANN/AIAI (2),3,26
MCM,3,19
CLAWAR,10,451
VECIMS,6,153
ServiceWave Workshops,4,49
CLOSER,7,139
RFID-TA,3,50
I-KNOW,3,51
ICSECS (2),3,31
ICSECS (1),2,6
ICSECS (3),2,10
ISNN (4),4,65
UIST (Adjunct Volume),3,24
TOOLS (49),6,80
HLDVT,9,350
MICAI (2),1,6
MICAI (1),3,21
HPSR,7,161
ROCLING,1,1
ROCLING (Posters),0,0
ESSCIRC,6,175
ICCCI (2),2,20
ICCCI (1),4,93
PACBB,3,26
CICC,13,1250
CAIP (1),3,58
CAIP (2),4,61
ICIMCS,2,20
TAROS,4,46
CCP,4,45
MDA/MDSD,0,0
EAST,0,0
ICGEC,3,36
INOC,4,64
WEB,5,138
CSISE (2),2,10
CSISE (1),1,4
CSISE (3),1,3
Geospatial Semantics and the Semantic Web,2,22
TICTTL,2,8
CSEE (3),1,4
CSEE (1),2,6
CSEE (2),1,5
CSEE (5),1,1
CSEE (4),1,1
HPAGC,2,13
ICAIC (1),1,5
ICAIC (2),1,4
ICEEI,3,56
ICGSE,16,1088
ICGSE Workshops,2,19
WASPAA,11,574
LDOW,22,1424
Video Processing and Computational Video,1,4
"Scientific Visualization: Interactions, Features, Metaphors",3,31
Virtual Realities,3,58
IMIS,4,146
DET,5,118
Semantic Mining in Biomedicine,5,69
TSP,3,48
ICTSS,3,20
STM,7,121
ICT-GLOW,3,30
INTERACT (3),5,106
INTERACT (4),4,77
MARC Symposium,4,54
Global Scourcing Workshop,1,5
HCI (21),2,30
HCI (20),4,58
HCI (18),3,21
HCI (19),2,16
Governance and Sustainability in Information Systems,1,7
ISSCC,39,8092
SERENE,6,109
CCBR,2,9
EDOCW,13,828
QoSA/ISARCS,5,52
PRET,6,59
PECCS,2,28
CLEF (Notebook Papers/Labs/Workshop),6,252
TPDL,4,77
MobiHealth,4,54
WPMC,4,107
CASE,11,1205
ICAL,3,27
ICDKE,3,11
IFIPTM,4,55
ICER,8,204
PIA,3,30
ECMR,7,136
WOCN,5,100
Automata,5,110
RESS,2,10
REVOTE,5,47
RESC,2,9
Green Computing Conference,11,334
GreenCom,3,27
MediaEval,7,191
MathWikis,0,0
CDS,27,2783
TEAR,4,35
IVM/FTMDD/RTSOABIS/MSVVEIS,1,2
CGGA,2,10
LISS (1),1,1
LISS (2),0,0
LISS (3),1,1
CICSYN,8,275
MSM/MUSE,2,15
OKCon,1,10
CETS,1,4
SIMULTECH,2,9
KICSS,2,8
AICI (3),2,12
AICI (2),2,12
IUKM,2,9
RANLP Student Research Workshop,0,0
ITAT,2,5
ICSENG,3,26
FGIT-FGCN (2),2,19
FGIT-ASEA,3,29
FGIT-FGCN,4,61
FGIT-DTA/BSBT,3,40
FGIT-FGCN (1),2,24
FGIT-SecTech,3,48
FGIT-GDC/CA,4,41
FGIT-SIP/MulGraB,2,22
FGIT-BSBT,1,5
FGIT-SecTech/DRBC,2,18
FGIT-UNESST,2,30
ICMR,8,369
NDT,2,20
AlMoDEP,1,6
EMEIT,3,104
The New Technologies for Aquileia,0,0
ICSDM,2,33
NLP4DL/AT4DL,3,25
AAL,1,6
MIAD,1,3
NL-MUA,2,11
RuleML America,4,36
RuleML Europe,5,82
Foundations for the Web of Information and Services,4,32
Algebraic Foundations in Computer Science,2,10
"Formal Modeling: Actors, Open Systems, Biological Systems",2,13
Algorithmic Algebra and Logic,7,179
The Future of Software Engineering,4,52
Logic and Grammar,0,0
CRiSIS,3,25
InfoSecHiComNet,1,8
IWSC,9,209
IVIC (2),1,5
IVIC (1),2,12
ICAIS,3,27
VNC,6,229
Symposium on Computation Theory,10,530
IEEE CLOUD,23,2375
EISIC,4,65
MICCAI (3),6,230
MBIA,3,14
SWAT4LS,4,96
PSIVT (2),1,8
PSIVT (1),2,12
MIPRO,4,56
ICHIT (2),3,39
ICHIT (1),2,29
Mobile Data Management (1),5,98
Mobile Data Management (2),3,27
NCMA,3,37
ICDMA,2,17
KSE,3,16
AFL,6,112
DEIS,2,13
DCFS,5,143
SSBSE,4,59
3DIMPVT,6,139
IEEE ICCI*CC,3,33
ICDSC,15,820
Med-Hoc-Net,5,107
ISICA (2),2,10
NGI,9,288
SFCM,3,48
WiMob (2),9,369
WiMob (4),9,298
WiMob (3),16,911
WiMob (1),8,161
3DUI,11,614
CENTERIS (2),3,27
CENTERIS (1),2,16
ITS,18,1174
WCNIS,6,229
NGCA,3,28
ACFIE,4,63
MURPBES,3,22
EC-TEL Doctoral Consortium,0,0
SOCO,2,37
ICCABS,4,87
WoT,5,58
CHItaly,2,13
Complexity of Computer Computations,9,7450
IWAAL,2,12
CAD/Graphics,9,517
BIC-TA,5,193
